Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method
Kohl's,1185732,3/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,35,200,7000,2450,In-store
Kohl's,1185732,3/6/21,Northeast,New Jersey,Newark,Women's Apparel,35,225,7875,3150,In-store
Kohl's,1185732,4/7/21,Northeast,New Jersey,Newark,Women's Apparel,35,250,8750,3500,In-store
Kohl's,1185732,2/8/21,Northeast,New Jersey,Newark,Women's Apparel,35,275,9625,3850,In-store
Kohl's,1185732,4/7/21,Northeast,New Jersey,Newark,Men's Street Footwear,35,475,16625,5819,In-store
Kohl's,1185732,3/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,35,495,17325,6064,In-store
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,36,52,1872,95,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,36,63,2268,122,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,37,38,1406,75,Online
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Women's Street Footwear,37,75,2775,150,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,37,81,2997,156,Online
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,38,56,2128,106,Online
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,38,69,2622,139,Online
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,38,75,2850,143,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,39,51,1989,105,Online
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,39,65,2535,137,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,150,6000,2400,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,40,175,7000,2800,In-store
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,200,8000,3200,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,10000,4000,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,40,275,11000,4400,In-store
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,40,300,12000,4800,In-store
Kohl's,1185732,2/8/21,Northeast,New Jersey,Newark,Men's Apparel,41,47,1927,77,Online
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,68,2788,139,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,72,2952,148,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,42,98,4116,206,Online
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,42,101,4242,199,Online
Kohl's,1185732,3/6/21,Northeast,New Jersey,Newark,Men's Apparel,43,34,1462,66,Online
Kohl's,1185732,4/7/21,Northeast,New Jersey,Newark,Men's Apparel,44,27,1188,52,Online
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,44,105,4620,213,Online
Kohl's,1185732,4/7/21,Northeast,New Jersey,Newark,Men's Apparel,45,100,4500,1350,In-store
Kohl's,1185732,3/6/21,Northeast,New Jersey,Newark,Men's Apparel,45,125,5625,1688,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,45,156,7020,323,Online
Kohl's,1185732,2/8/21,Northeast,New Jersey,Newark,Men's Apparel,45,175,7875,2363,In-store
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,225,10125,3544,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,275,12375,4331,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,350,15750,5513,In-store
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,375,16875,5906,In-store
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,46,42,1932,97,Online
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Men's Apparel,46,46,2116,91,Online
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Apparel,46,65,2990,135,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,46,124,5704,279,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Apparel,47,41,1927,79,Online
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Apparel,47,68,3196,131,Online
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Men's Street Footwear,47,180,8460,406,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,47,188,8836,415,Online
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,48,31,1488,77,Online
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,48,63,3024,151,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Men's Apparel,48,74,3552,153,Online
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,48,130,6240,293,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Apparel,50,73,3650,193,Online
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Apparel,50,120,6000,300,Online
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,50,125,6250,2500,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Apparel,50,150,7500,2250,In-store
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,50,150,7500,3000,In-store
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Men's Apparel,50,175,8750,2625,In-store
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Apparel,50,225,11250,3375,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Apparel,50,250,12500,3750,In-store
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,50,250,12500,4375,In-store
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Men's Apparel,50,275,13750,4125,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,50,475,23750,8313,In-store
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,50,520,26000,9100,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,30000,10500,In-store
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,50,625,31250,10938,In-store
Kohl's,1185732,5/6/21,Northeast,New Jersey,Newark,Women's Apparel,51,102,5202,271,Online
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Women's Apparel,52,105,5460,289,Online
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,53,119,6307,290,Online
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Women's Apparel,54,131,7074,375,Online
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Apparel,55,250,13750,5500,In-store
Kohl's,1185732,8/7/21,Northeast,New Jersey,Newark,Women's Apparel,55,350,19250,7700,In-store
Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Apparel,55,400,22000,8800,In-store
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,55,425,23375,8181,In-store
Kohl's,1185732,7/6/21,Northeast,New Jersey,Newark,Women's Apparel,55,450,24750,9900,In-store
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Apparel,58,38,2204,90,Online
Kohl's,1185732,10/8/21,Northeast,New Jersey,Newark,Men's Apparel,60,125,7500,2250,In-store
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Women's Street Footwear,29,143,4147,203,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Street Footwear,29,168,4872,234,Online
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Women's Street Footwear,30,550,16500,5775,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Street Footwear,30,600,18000,6300,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Athletic Footwear,34,131,4454,209,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Athletic Footwear,35,450,15750,5513,In-store
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Men's Athletic Footwear,37,145,5365,220,Online
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Men's Street Footwear,37,238,8806,537,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Apparel,38,156,5928,237,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Athletic Footwear,39,156,6084,274,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Street Footwear,39,216,8424,531,Online
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Men's Athletic Footwear,40,500,20000,6000,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Women's Apparel,40,600,24000,6000,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Athletic Footwear,40,600,24000,7200,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Street Footwear,40,800,32000,16000,In-store
Kohl's,1185732,2/12/21,Northeast,New York,Albany,Men's Street Footwear,40,850,34000,17000,In-store
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Apparel,49,145,7105,320,Online
Kohl's,1185732,1/14/21,Northeast,New York,Albany,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Street Footwear,52,163,8476,331,Online
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Athletic Footwear,54,155,8370,343,Online
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Athletic Footwear,55,575,31625,9488,In-store
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Street Footwear,55,625,34375,8594,In-store
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Men's Apparel,60,155,9300,428,Online
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Men's Apparel,65,575,37375,13081,In-store
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Apparel,69,182,12558,804,Online
Kohl's,1185732,12/8/21,Northeast,New York,Albany,Women's Apparel,70,675,47250,23625,In-store
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,27,149,4023,181,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,28,145,4060,187,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,15000,5250,In-store
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,16500,5775,In-store
Kohl's,1185732,2/12/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,32,123,3936,189,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,3696,174,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,3927,185,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,400,14000,4900,In-store
Kohl's,1185732,2/12/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,14875,5206,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Apparel,36,149,5364,188,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,37,131,4847,213,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Women's Apparel,37,165,6105,226,Online
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Women's Street Footwear,38,131,4978,224,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,135,5130,251,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,38,137,5206,239,Online
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,140,5320,250,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,38,143,5434,245,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,147,5586,274,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,38,149,5662,272,Online
Kohl's,1185732,2/12/21,West,Wyoming,Cheyenne,Women's Apparel,38,174,6612,258,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,9348,561,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,131,5109,255,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,39,140,5460,246,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,39,145,5655,277,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,150,5850,275,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,8112,503,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,18000,6300,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,20000,6000,In-store
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,20000,7000,In-store
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,21000,6300,In-store
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,21000,7350,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Women's Apparel,40,550,22000,5500,In-store
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,22000,7700,In-store
Kohl's,1185732,2/12/21,West,Wyoming,Cheyenne,Women's Apparel,40,600,24000,6000,In-store
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,40,800,32000,16000,In-store
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,40,820,32800,16400,In-store
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,41,119,4879,224,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,41,152,6232,249,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Women's Street Footwear,42,125,5250,242,Online
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,42,135,5670,278,Online
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,42,146,6132,307,Online
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,167,7014,302,Online
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,168,7056,289,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,43,163,7009,287,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,150,6600,284,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,163,7172,308,Online
Kohl's,1185732,12/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,168,7392,303,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,174,7656,306,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Apparel,45,133,5985,251,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,11070,720,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,475,21375,7481,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,7875,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Street Footwear,45,520,23400,8190,In-store
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,525,23625,7088,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,575,25875,7763,In-store
Kohl's,1185732,12/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,27000,8100,In-store
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,625,28125,8438,In-store
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,11362,716,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Apparel,47,106,4982,209,Online
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Apparel,47,126,5922,266,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Men's Apparel,47,140,6580,270,Online
Kohl's,1185732,2/12/21,West,Wyoming,Cheyenne,Men's Apparel,47,145,6815,279,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,11985,767,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Men's Apparel,48,125,6000,258,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Apparel,48,137,6576,276,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,48,208,9984,639,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,48,228,10944,700,Online
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Men's Apparel,49,135,6615,291,Online
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Women's Apparel,50,163,8150,302,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Men's Street Footwear,50,202,10100,646,Online
Kohl's,1185732,4/11/21,West,Wyoming,Cheyenne,Men's Apparel,50,425,21250,6375,In-store
Kohl's,1185732,3/10/21,West,Wyoming,Cheyenne,Men's Apparel,50,450,22500,6750,In-store
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Apparel,50,475,23750,7125,In-store
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Men's Apparel,50,500,25000,7500,In-store
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Apparel,50,525,26250,7875,In-store
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,50,800,40000,20000,In-store
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,50,820,41000,20500,In-store
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,42500,21250,In-store
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,50,875,43750,21875,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Men's Apparel,51,143,7293,299,Online
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Women's Apparel,51,196,9996,360,Online
Kohl's,1185732,5/10/21,West,Wyoming,Cheyenne,Women's Apparel,52,156,8112,324,Online
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Women's Apparel,52,174,9048,362,Online
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Women's Apparel,52,196,10192,408,Online
Kohl's,1185732,12/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,52,224,11648,711,Online
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,53,218,11554,705,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Men's Apparel,54,128,6912,304,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Women's Apparel,55,150,8250,305,Online
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Apparel,55,161,8855,345,Online
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Men's Apparel,55,475,26125,7838,In-store
Kohl's,1185732,9/10/21,West,Wyoming,Cheyenne,Women's Apparel,55,600,33000,8250,In-store
Kohl's,1185732,6/12/21,West,Wyoming,Cheyenne,Women's Apparel,55,650,35750,8938,In-store
Kohl's,1185732,8/11/21,West,Wyoming,Cheyenne,Women's Apparel,55,675,37125,9281,In-store
Kohl's,1185732,7/10/21,West,Wyoming,Cheyenne,Women's Apparel,55,700,38500,9625,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Men's Street Footwear,55,750,41250,20625,In-store
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Men's Street Footwear,55,775,42625,21313,In-store
Kohl's,1185732,12/10/21,West,Wyoming,Cheyenne,Men's Street Footwear,55,800,44000,22000,In-store
Kohl's,1185732,11/11/21,West,Wyoming,Cheyenne,Women's Apparel,60,575,34500,8625,In-store
Kohl's,1185732,10/12/21,West,Wyoming,Cheyenne,Women's Apparel,60,600,36000,9000,In-store
Kohl's,1189833,12/28/20,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,3808,221,Online
Kohl's,1189833,12/28/20,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,16625,7481,Outlet
Kohl's,1189833,12/30/20,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,4879,288,Online
Kohl's,1189833,12/29/20,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,128,5504,231,Online
Kohl's,1189833,12/31/20,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,4312,224,Online
Kohl's,1189833,12/31/20,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,325,14625,5850,Outlet
Kohl's,1189833,12/29/20,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,21375,6413,Outlet
Kohl's,1189833,12/30/20,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,21375,9619,Outlet
Kohl's,1189833,1/9/21,Midwest,Montana,Billings,Men's Street Footwear,32,173,5536,304,Online
Kohl's,1189833,1/3/21,Midwest,Montana,Billings,Men's Street Footwear,34,158,5372,306,Online
Kohl's,1189833,1/3/21,Midwest,Montana,Billings,Men's Street Footwear,35,525,18375,8269,Outlet
Kohl's,1189833,1/9/21,Midwest,Montana,Billings,Men's Street Footwear,35,575,20125,9056,Outlet
Kohl's,1189833,1/18/21,Midwest,Montana,Billings,Women's Athletic Footwear,36,78,2808,140,Online
Kohl's,1189833,2/5/21,Midwest,Montana,Billings,Women's Athletic Footwear,36,113,4068,216,Online
Kohl's,1189833,1/27/21,Midwest,Montana,Billings,Men's Street Footwear,36,169,6084,359,Online
Kohl's,1189833,2/28/21,Midwest,Montana,Billings,Women's Street Footwear,37,123,4551,259,Online
Kohl's,1189833,2/2/21,Midwest,Montana,Billings,Men's Street Footwear,37,203,7511,443,Online
Kohl's,1189833,1/24/21,Midwest,Montana,Billings,Women's Athletic Footwear,38,88,3344,177,Online
Kohl's,1189833,1/30/21,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,4028,213,Online
Kohl's,1189833,2/26/21,Midwest,Montana,Billings,Men's Street Footwear,38,167,6346,374,Online
Kohl's,1189833,3/1/21,Midwest,Montana,Billings,Women's Athletic Footwear,39,119,4641,255,Online
Kohl's,1189833,1/21/21,Midwest,Montana,Billings,Men's Street Footwear,39,150,5850,333,Online
Kohl's,1189833,1/18/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,300,12000,4800,Outlet
Kohl's,1189833,1/24/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,13000,5200,Outlet
Kohl's,1189833,3/1/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,17000,6800,Outlet
Kohl's,1189833,2/28/21,Midwest,Montana,Billings,Women's Street Footwear,40,425,17000,7650,Outlet
Kohl's,1189833,2/5/21,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,18000,7200,Outlet
Kohl's,1189833,2/26/21,Midwest,Montana,Billings,Men's Street Footwear,40,575,23000,10350,Outlet
Kohl's,1189833,1/27/21,Midwest,Montana,Billings,Men's Street Footwear,40,675,27000,12150,Outlet
Kohl's,1189833,2/2/21,Midwest,Montana,Billings,Men's Street Footwear,40,750,30000,13500,Outlet
Kohl's,1189833,1/25/21,Midwest,Montana,Billings,Men's Apparel,41,61,2501,185,Online
Kohl's,1189833,1/31/21,Midwest,Montana,Billings,Men's Apparel,41,75,3075,228,Online
Kohl's,1189833,1/22/21,Midwest,Montana,Billings,Men's Athletic Footwear,41,106,4346,191,Online
Kohl's,1189833,2/11/21,Midwest,Montana,Billings,Women's Athletic Footwear,41,106,4346,235,Online
Kohl's,1189833,1/10/21,Midwest,Montana,Billings,Men's Athletic Footwear,41,115,4715,193,Online
Kohl's,1189833,2/17/21,Midwest,Montana,Billings,Women's Athletic Footwear,41,116,4756,262,Online
Kohl's,1189833,2/22/21,Midwest,Montana,Billings,Women's Street Footwear,41,116,4756,271,Online
Kohl's,1189833,2/3/21,Midwest,Montana,Billings,Men's Athletic Footwear,41,156,6396,275,Online
Kohl's,1189833,2/14/21,Midwest,Montana,Billings,Men's Street Footwear,41,180,7380,428,Online
Kohl's,1189833,3/4/21,Midwest,Montana,Billings,Men's Street Footwear,41,196,8036,450,Online
Kohl's,1189833,1/14/21,Midwest,Montana,Billings,Women's Apparel,42,112,4704,183,Online
Kohl's,1189833,2/16/21,Midwest,Montana,Billings,Women's Street Footwear,42,117,4914,275,Online
Kohl's,1189833,1/4/21,Midwest,Montana,Billings,Men's Athletic Footwear,42,123,5166,232,Online
Kohl's,1189833,2/6/21,Midwest,Montana,Billings,Men's Apparel,42,124,5208,365,Online
Kohl's,1189833,1/11/21,Midwest,Montana,Billings,Women's Street Footwear,42,128,5376,306,Online
Kohl's,1189833,3/6/21,Midwest,Montana,Billings,Women's Street Footwear,42,133,5586,335,Online
Kohl's,1189833,1/28/21,Midwest,Montana,Billings,Men's Athletic Footwear,42,147,6174,253,Online
Kohl's,1189833,2/27/21,Midwest,Montana,Billings,Men's Athletic Footwear,42,173,7266,298,Online
Kohl's,1189833,2/8/21,Midwest,Montana,Billings,Men's Street Footwear,42,203,8526,495,Online
Kohl's,1189833,1/16/21,Midwest,Montana,Billings,Men's Athletic Footwear,43,101,4343,195,Online
Kohl's,1189833,1/8/21,Midwest,Montana,Billings,Women's Apparel,43,119,5117,189,Online
Kohl's,1189833,1/5/21,Midwest,Montana,Billings,Women's Street Footwear,43,122,5246,299,Online
Kohl's,1189833,1/2/21,Midwest,Montana,Billings,Women's Apparel,43,138,5934,231,Online
Kohl's,1189833,3/7/21,Midwest,Montana,Billings,Women's Athletic Footwear,43,143,6149,314,Online
Kohl's,1189833,1/19/21,Midwest,Montana,Billings,Men's Apparel,44,56,2464,182,Online
Kohl's,1189833,1/6/21,Midwest,Montana,Billings,Women's Athletic Footwear,44,81,3564,196,Online
Kohl's,1189833,1/12/21,Midwest,Montana,Billings,Women's Athletic Footwear,44,91,4004,212,Online
Kohl's,1189833,2/23/21,Midwest,Montana,Billings,Women's Athletic Footwear,44,105,4620,240,Online
Kohl's,1189833,1/23/21,Midwest,Montana,Billings,Women's Street Footwear,44,111,4884,269,Online
Kohl's,1189833,1/17/21,Midwest,Montana,Billings,Women's Street Footwear,44,120,5280,317,Online
Kohl's,1189833,2/4/21,Midwest,Montana,Billings,Women's Street Footwear,44,143,6292,371,Online
